timestamp,street,sample_address,lat,lng,status_code,raw_results,new_results,error_message
2026-05-24T18:07:50Z,Main St S,"85 Main St S, Forest, ON N0N 1J0, Canada",43.0895604,-82.00013120000001,200,20,18,
2026-05-24T18:07:52Z,Oil Heritage Rd,"4331 Oil Heritage Rd, Petrolia, ON N0N 1R0, Canada",42.8892824,-82.12433,200,20,11,
2026-05-24T18:07:53Z,Arvin Ave.,"591 Arvin Ave., Stoney Creek, ON L8E 5N7, Canada",43.2272865,-79.7025918,200,20,17,
2026-05-24T18:07:54Z,Erie St,"389 Erie St, Watford, ON N0M 2S0, Canada",42.949243,-81.8841697,200,20,17,
2026-05-24T18:07:55Z,Clearview Dr,"45 Clearview Dr, Tillsonburg, ON N4G 4H5, Canada",42.8459023,-80.7529505,200,20,11,
2026-05-24T18:07:56Z,Elizabeth St,"215 Elizabeth St, Wallaceburg, ON N8A 2Z3, Canada",42.5959514,-82.3830416,200,19,18,
2026-05-24T18:07:57Z,Dufferin Ave,"827 Dufferin Ave, Wallaceburg, ON N8A 2V5, Canada",42.5926401,-82.3893696,200,20,19,
2026-05-24T18:07:58Z,Mill St,"8801 Mill St, McGregor, ON N0P 1J0, Canada",42.1422281,-82.9706547,200,20,16,
2026-05-24T18:07:59Z,Simcoe St,"251 Simcoe St #100, Amherstburg, ON N9V 1M8, Canada",42.0992486,-83.1033087,200,20,18,
2026-05-24T18:08:00Z,Townline Rd,"1154 Townline Rd, Southwold, ON N0L 2G0, Canada",42.80607920000001,-81.3741944,200,5,4,
2026-05-24T18:08:02Z,Woodslee Ave,"80 Woodslee Ave, Paris, ON N3L 3V1, Canada",43.2138932,-80.4017987,200,20,15,
2026-05-24T18:08:03Z,Borden Ave,"143 Borden Ave Unit #14, Belmont, ON N0L 1B0, Canada",42.8767638,-81.0884004,200,20,10,
2026-05-24T18:08:04Z,S Service Rd,"590 S Service Rd, Hamilton, ON L8E 4H1, Canada",43.2304485,-79.70102179999999,200,20,19,
2026-05-24T18:08:05Z,St Clair St,"426 St Clair St, Chatham, ON N7L 3K5, Canada",42.4156106,-82.2018646,200,20,19,
2026-05-24T18:08:06Z,Townsend Line,"10578 Townsend Line, Strathroy, ON N0M 2B0, Canada",43.0522881,-81.6946959,200,2,1,
2026-05-24T18:08:07Z,Tillson Ave,"159 Tillson Ave, Tillsonburg, ON N4G 0E6, Canada",42.8697878,-80.7250001,200,20,19,
2026-05-24T18:08:08Z,Elm St,"995 Elm St, Port Colborne, ON L3K 5W1, Canada",42.9088669,-79.2540753,200,20,19,
2026-05-24T18:08:09Z,N Talbot Rd,"2650 N Talbot Rd, Oldcastle, ON N0R 1L0, Canada",42.2388396,-82.9605813,200,20,14,
2026-05-24T18:08:10Z,Nicholas Beaver Rd,"7 Nicholas Beaver Rd, Guelph, ON N0B 2J0, Canada",43.45916990000001,-80.1252883,200,20,10,
2026-05-24T18:08:11Z,Michigan Ave,"510 Michigan Ave, Point Edward, ON N7V 1G5, Canada",42.99798250000001,-82.408125,200,20,16,
2026-05-24T18:08:13Z,Griffith Rd,"205 Griffith Rd, Stratford, ON N4Z 0A6, Canada",43.3511564,-80.9805502,200,20,15,
